id,winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
8605,0.5072595782,0.2565396914,1,75.5285876732,1,1,5,3,2,2,1,61,24,1
8606,0.1759937154,0.1137731311,-1,59.8026788706,1,2,3,4,1,2,0,16,87,?
8607,0.1470203218,0.4494089238,-1,67.4773388608,0,3,2,3,3,2,1,37,69,0
8608,0.5669118557,0.302935418,1,?,1,3,4,3,1,3,1,28,38,0
8609,0.5947693835,0.9412192854,0,66.7885784063,0,1,1,3,1,4,1,80,49,0
8610,0.4472901402,0.5903609693,1,63.1946995857,1,1,1,3,2,2,1,14,32,1
8611,0.5788498571,0.450157306,1,61.0595738398,1,1,3,5,5,2,1,36,50,?
8612,0.4449223859,0.433065865,1,67.1515700606,1,1,1,1,4,1,0,30,31,1
8613,0.3484271424,0.8575788175,-1,56.7871480518,2,1,4,?,?,0,1,50,55,1
8614,0.3102443228,0.7024576874,1,54.7994368323,2,2,2,1,4,3,1,59,40,1
8615,0.5157550194,0.1594186334,-1,64.4031713,1,2,4,5,4,2,1,69,16,1
8616,0.4903857296,0.6072874297,1,62.2967319933,1,1,4,4,4,3,0,46,45,1
8617,0.4855298552,0.5942265896,1,60.0120908436,1,1,4,3,3,1,0,45,52,1
8618,0.3900864607,0.1400095622,0,54.0096415424,1,2,3,5,1,4,1,25,55,0
8619,0.7291992495,0.3718894926,1,52.0679250891,0,1,3,3,3,1,?,32,65,0
8620,0.5033074599,0.2431249688,1,59.631832714,?,3,2,5,4,2,1,41,89,0
8621,0.6231906204,0.5287292368,-1,78.6368797475,1,1,1,3,1,3,1,66,46,1
8622,0.3121867813,0.3868888698,0,70.4927935057,3,1,4,5,1,1,0,69,68,1
8623,0.416054946,0.706365883,-1,68.952349315,0,1,3,1,?,?,1,71,37,0
8624,0.4216820074,0.3365860319,0,53.735287701,3,3,1,1,1,2,1,18,97,1
8625,0.5906128071,0.5078510037,1,64.6130240405,?,3,5,1,4,3,0,15,56,0
8626,?,0.614643457,1,78.1609746466,2,0,4,2,3,1,0,71,39,1
8627,0.825333977,0.1539359721,0,60.1069465971,2,0,4,5,2,2,1,62,66,0
8628,0.6230240841,0.4856756814,0,76.8812725315,2,3,5,3,3,2,0,54,48,0
8629,0.3309218584,0.329686514,-1,64.485312505,0,1,2,1,1,2,0,69,64,0
8630,0.5486384679,0.3330689192,0,68.780393493,1,2,5,4,2,2,?,50,62,0
8631,0.6906115769,0.6327729361,-1,66.7403778097,1,2,2,5,2,4,0,74,83,?
8632,0.4308225927,0.89732118,0,62.0864685997,3,0,3,2,2,2,0,30,73,1
8633,0.6423087577,0.5572332753,-1,69.3071334138,2,1,5,1,4,2,1,62,24,1
8634,0.0338687027,0.8354231905,0,68.6111498104,3,1,4,2,3,2,0,28,47,1
8635,0.4440720241,0.6589337439,?,?,0,2,4,4,2,4,1,50,55,0
8636,0.4278259779,0.6049368641,1,71.5232162779,1,2,3,5,1,2,0,51,55,0
8637,0.5382739442,0.3506705001,0,59.3270182109,3,?,1,1,2,1,1,34,81,1
8638,0.8064143277,0.1179634841,-1,46.2826143355,1,0,2,4,1,4,0,70,41,0
8639,0.2113636877,0.2606830118,-1,61.7231098268,3,3,5,4,3,3,1,27,29,?
8640,0.2965058895,?,1,63.367172808,0,1,1,5,1,3,1,66,41,1
8641,1.0479851883,0.3265123163,1,65.8458017151,0,3,5,3,3,3,0,60,46,0
8642,0.3184642188,0.7677170745,1,58.5045994108,?,2,2,3,2,2,1,?,52,0
8643,0.6596164977,0.687579733,0,?,0,1,5,1,2,2,1,28,41,0
8644,0.6397752163,0.4039841637,-1,67.5783644885,0,1,2,3,4,?,1,49,57,0
8645,0.1352100585,0.5042667498,-1,70.164237665,1,1,3,2,2,2,0,48,89,1
8646,0.422965725,0.6074553068,-1,69.2163867199,1,1,1,3,1,1,0,27,80,1
8647,0.4580610059,0.745928156,0,?,2,1,4,4,2,2,1,72,31,1
8648,0.3332855371,0.3485734874,0,68.4346059754,1,1,4,2,0,3,1,54,73,1
8649,0.7294288477,?,0,55.8909308634,-1,2,3,4,2,1,0,31,42,0
8650,0.6613828951,0.5625968507,0,68.6687805267,3,0,3,5,2,3,?,51,-4,1
8651,0.1539138141,0.6552894974,0,56.9476528607,2,1,2,4,2,3,?,55,48,1
8652,0.8415067169,0.417591853,-1,53.7469931995,3,1,4,5,1,3,0,56,53,1
8653,0.5043923846,0.2778557039,-1,53.5890947535,2,1,3,3,2,2,1,65,58,1
8654,0.5402950411,0.7272838538,-1,60.7945613874,3,-1,1,4,2,3,1,74,26,1
8655,0.467448594,0.8617878897,-1,70.9612050083,1,1,1,2,3,1,1,38,73,1
8656,0.5178046995,0.3692330665,0,64.5914851463,3,2,3,3,2,3,0,24,43,1
8657,0.5260723999,0.3766630875,0,64.2738673862,2,2,2,1,2,2,0,67,47,1
8658,0.1262465121,0.4905908118,1,73.9908752469,2,1,3,4,1,4,1,80,68,1
8659,0.3822413157,0.541293813,0,75.8293862834,4,2,3,5,4,2,1,22,56,1
8660,0.705194439,0.4780720373,1,61.5585331541,2,3,3,5,4,3,1,38,44,0
8661,0.4447355815,?,?,62.8080608615,?,2,4,5,3,3,1,60,41,1
8662,0.3152652784,0.0962797708,1,65.1932092846,2,1,1,?,2,4,1,51,33,0
8663,0.4429141352,?,0,80.5104273281,4,1,1,4,3,3,0,38,47,1
8664,0.3147796848,0.864537901,0,63.6998776309,2,1,5,1,3,3,0,36,32,1
8665,0.4030576758,0.4599286532,1,53.2182763315,1,1,5,3,4,2,0,27,50,1
8666,0.5639337843,?,1,66.9304812916,2,2,2,3,3,?,0,60,?,1
8667,0.4168493715,0.3965809536,1,68.2409439336,1,1,1,?,3,4,0,?,41,1
8668,0.680741286,0.149776343,0,64.3570571979,2,2,4,5,3,3,0,43,34,0
8669,0.2863056959,0.3838229084,-1,73.4253447139,0,1,4,1,2,3,1,18,53,0
8670,0.6547517122,0.6119472082,-1,62.7814944734,3,2,3,2,3,3,0,-9,43,0
8671,0.2959334205,0.5789637318,-1,43.5828488042,2,0,4,3,2,0,0,71,55,1
8672,0.1295945915,0.6021354486,1,59.0016470521,1,2,2,3,2,3,1,57,45,0
8673,0.4951749573,0.1203828842,-1,77.4762332743,4,-1,2,3,2,2,0,?,65,0
8674,0.596110177,0.2891381167,0,65.2861150771,0,1,2,3,3,1,1,47,81,0
8675,0.5183854672,0.3530202138,-1,68.9362900409,2,1,3,3,4,3,0,44,100,1
8676,0.5148894556,0.3206620018,-1,48.023898962,2,1,1,2,1,1,1,32,56,1
8677,0.1945102532,0.6512164348,1,56.7816485884,0,-1,4,5,3,2,1,35,38,1
8678,0.6814793806,0.7802325022,0,73.2175757938,?,1,5,3,3,3,0,9,65,1
8679,0.5648875112,0.7047205455,0,63.8698701665,1,?,5,1,2,2,0,74,61,1
8680,0.5657980018,0.3309106342,-1,62.554869101,?,1,3,5,3,5,0,38,15,1
8681,0.3987975573,0.4485769345,1,73.3118939037,0,1,?,3,0,?,1,15,70,0
8682,0.6256644785,0.4380770273,1,61.0258547309,1,3,4,3,4,3,0,0,71,0
8683,0.769068094,0.4330957134,0,65.9664319978,1,?,4,2,2,3,0,60,46,0
8684,0.2924789648,0.2466659913,1,56.5202842515,1,1,4,3,3,2,1,92,31,1
8685,0.5220099411,0.4207763614,1,?,2,2,1,1,3,3,1,75,?,1
8686,?,0.4082746099,0,52.5784456852,1,0,1,3,2,1,0,70,73,1
8687,0.575777725,0.6995854739,-1,58.644830852,3,4,1,3,2,5,1,54,63,0
8688,0.632831521,-0.0320813518,0,65.9263292973,0,1,4,4,3,4,1,45,56,1
8689,0.1783475699,0.51813162,0,?,1,0,?,3,4,2,0,40,109,1
8690,0.9596446355,0.3445478539,-1,56.86280743,1,3,1,4,2,1,1,45,22,0
8691,0.2740808624,0.8018053285,0,73.6832743384,-1,1,2,2,4,5,1,25,55,0
8692,0.5438765917,0.5389006601,0,52.0464216242,?,3,4,1,0,3,0,84,51,0
8693,1.1222386172,0.096258017,-1,73.4361213837,3,1,3,3,1,3,1,56,58,0
8694,0.5456772565,0.6224609289,1,65.5962645711,3,1,3,1,2,3,0,50,90,1
8695,0.4308800586,?,-1,60.9117236301,1,1,1,4,1,3,1,62,32,1
8696,0.0602321335,0.4910725012,-1,54.8074902139,1,3,5,3,4,3,0,?,?,1
8697,0.560005837,0.4984627808,-1,60.8408732993,1,1,?,5,1,5,1,70,28,1
8698,0.1624781204,0.6043876336,0,52.5086028695,2,2,3,4,?,4,0,54,48,1
8699,0.6079928975,0.8489088548,0,52.4925115044,3,0,1,2,1,2,0,?,40,1
8700,0.3678994708,0.6679705484,1,62.0834075017,3,2,1,4,2,?,1,36,49,1
8701,0.3387741042,0.269209223,1,59.7319547559,3,2,5,1,?,1,0,65,22,1
8702,0.3823555058,?,1,70.808081392,2,1,2,1,3,3,1,?,73,1
8703,0.433722263,0.1964528967,?,66.455439509,2,1,3,3,2,5,?,60,43,1
8704,0.3737592977,0.5549560833,1,62.8012813562,?,4,4,3,1,1,1,26,10,1
8705,0.3038231632,0.3961710956,-1,71.3537737926,0,1,2,5,2,4,0,34,48,0
8706,0.5924257169,0.7121287337,0,59.7879775641,1,1,1,2,2,4,1,68,31,1
8707,0.7887351808,0.7010290747,0,?,1,0,3,2,2,2,1,72,58,1
8708,0.6838717514,0.6199278994,-1,66.3169562422,2,2,3,4,4,2,0,49,62,1
8709,0.1403667829,0.4955024725,0,58.2553052093,2,2,5,4,3,2,0,34,52,1
8710,0.6165345552,0.6836811926,0,76.5407939785,?,2,1,2,4,3,1,27,13,1
8711,0.8332232537,0.3027904428,1,74.0250070116,3,0,5,5,3,2,0,44,48,0
8712,0.7095260206,0.2491219435,-1,65.4037859225,1,1,2,5,3,5,0,47,20,1
8713,0.6174822084,0.6501840503,-1,70.8046554713,?,1,4,2,2,2,1,68,41,?
8714,0.4755145587,0.4273055224,1,59.1378766876,1,0,2,5,3,3,?,54,36,1
8715,0.1240321103,0.5217028589,1,69.5389138818,3,1,1,5,5,2,1,41,55,1
8716,0.375915945,0.2822857703,1,64.3940790616,2,2,2,5,3,2,1,46,76,1
8717,0.4690665003,0.4304214248,-1,63.3215907441,1,1,3,5,1,4,0,86,56,1
8718,0.702832247,0.7671198527,1,64.7517569202,2,-1,3,4,3,4,0,26,51,1
8719,0.3365716414,0.3585096809,1,64.5484191233,3,2,2,1,3,0,0,60,60,1
8720,0.4632585263,0.3582077055,1,69.8553019098,2,2,4,3,2,3,0,?,44,1
8721,0.4341728327,0.2900588661,1,?,3,1,1,2,3,2,1,64,85,1
8722,?,0.2468632345,0,59.227632348,3,1,3,3,0,2,0,52,57,1
8723,0.7323217976,0.5607190866,-1,71.2052741573,3,0,5,3,1,1,1,69,46,1
8724,0.8385797634,0.4063788613,-1,61.3918376497,0,2,5,5,0,2,1,69,?,0
8725,0.2273091979,0.5113743893,0,66.7256805972,0,1,1,3,3,4,?,47,71,0
8726,0.6387880705,0.359838591,?,78.8595356284,3,0,5,1,2,1,0,29,51,1
8727,0.2487083884,0.2388771539,1,62.0801460758,1,0,1,2,3,1,1,64,35,1
8728,0.6873761065,0.5092710068,-1,78.7241603913,5,1,5,2,1,1,0,24,59,1
8729,0.5192154365,0.3134902043,-1,68.4862764653,1,2,5,4,?,2,1,28,17,0
8730,0.3061506636,0.3920797666,1,66.1930843286,2,2,5,2,4,1,1,32,?,1
8731,0.4475849472,0.3810345365,0,56.9997119755,2,?,3,3,1,2,0,45,31,1
8732,0.3112757665,0.3265912086,0,65.336029926,2,1,1,2,0,2,0,57,65,1
8733,0.5712141356,0.4992325017,-1,65.7219536417,1,2,5,2,1,2,1,62,?,0
8734,0.5883782728,0.3490334048,-1,71.6923718093,2,2,5,1,3,2,1,32,39,1
8735,0.122970232,0.5338659663,1,61.233362798,1,1,4,5,3,3,0,37,40,1
8736,0.3392426875,0.2970522183,0,70.4186592896,3,1,3,3,2,5,1,19,8,1
8737,1.0735308893,0.5589068868,-1,75.1298239972,4,2,2,1,2,2,1,47,47,1
8738,?,0.6173159788,0,68.1891284295,3,2,1,4,1,3,0,59,57,1
8739,0.5634180229,0.6536098168,1,64.9104541114,0,0,?,1,2,2,0,15,33,1
8740,0.3550873699,0.2757462348,-1,59.9938500298,2,?,4,3,2,2,0,43,57,1
8741,0.6706684366,0.7777236837,-1,?,2,2,2,5,2,3,0,35,52,1
8742,0.5129343728,0.2093921898,1,67.8607755659,3,2,3,3,5,1,1,26,53,0
8743,0.4043156816,0.4608542008,-1,54.9123308573,3,2,4,1,3,2,1,70,54,1
8744,0.4445047934,0.5035322839,0,73.3298397558,2,3,4,4,3,2,0,36,106,0
8745,0.8116738392,0.9831000143,1,71.5550909785,1,1,4,5,4,3,0,44,26,1
8746,0.5045651597,0.1962516616,1,75.5571483566,1,2,2,3,4,5,0,16,52,0
8747,0.7650522804,0.4872497995,-1,65.3338829544,1,2,4,3,3,1,?,42,56,0
8748,0.5270872365,0.5817744428,0,66.8035606969,3,1,1,4,4,2,0,62,50,1
8749,0.2676757821,0.5339250585,-1,70.7027459168,0,?,2,1,2,3,1,63,66,0
8750,0.4859896451,0.7038328303,0,46.4447680467,1,1,1,5,2,3,1,59,58,1
8751,0.5861492402,0.5237714079,-1,64.3990214853,2,1,4,4,4,2,0,75,70,1
8752,-0.0429850469,0.1243063794,?,?,1,1,1,1,3,5,1,51,53,1
8753,0.4783557732,0.2289653585,-1,73.1350040213,-1,1,5,5,?,3,0,24,38,?
8754,0.5852528686,0.9331360897,-1,70.6073959773,1,1,4,5,2,3,1,59,69,1
8755,0.4400030453,0.2472785235,0,72.2597897812,2,0,1,2,4,3,1,41,72,1
8756,0.4713912214,0.489733471,0,67.0089881046,0,-2,4,5,1,2,0,57,61,1
8757,0.5234682805,0.4760294821,0,68.7799306736,0,1,2,1,1,4,1,40,?,0
8758,0.5731525912,0.8948382412,-1,51.0630916926,2,2,4,5,2,3,1,44,38,1
8759,?,0.4837364289,1,50.5137170192,3,1,5,3,2,3,0,68,36,1
8760,0.710369707,0.4904589012,-1,?,1,2,3,1,2,3,1,46,44,0
8761,0.0758365224,0.4595770025,1,61.2890499826,?,2,5,2,1,2,1,44,52,?
8762,?,0.2207565678,-1,63.3889315812,1,-1,1,?,2,3,1,53,40,1
8763,0.1894185602,0.1113687787,-1,66.3624314489,3,2,5,1,2,1,0,60,19,1
8764,0.6351892364,0.2700097363,1,68.0513634141,2,1,2,4,4,2,?,53,4,1
8765,0.6051878832,0.1884342073,1,59.4799634102,1,?,3,1,1,4,0,109,47,0
8766,0.5025830143,0.7167838888,-1,59.6624390058,0,1,2,4,2,3,0,59,24,1
8767,0.2280933234,0.5797508091,-1,77.0434111811,0,3,1,5,2,2,?,54,-2,1
8768,0.6832027617,0.4483874516,?,56.0432613431,2,1,4,1,3,2,0,76,45,1
8769,0.4224695538,0.1750912757,1,68.489956204,0,2,5,4,4,3,0,51,71,0
8770,0.3252885358,?,1,69.7998677349,1,1,2,1,2,4,0,60,43,1
8771,0.8231021179,0.568442999,-1,76.5442135329,2,0,5,1,2,3,1,56,43,1
8772,0.6591506302,0.2286122347,1,58.6435974858,2,1,?,?,3,3,0,62,82,0
8773,0.6916344044,0.7259953191,1,73.4126082447,2,2,4,3,2,2,0,68,35,1
8774,0.5413748312,0.7890260225,-1,65.40573494,3,2,1,2,3,4,0,48,49,1
8775,0.3539897894,0.0297087529,1,66.9470025973,3,2,5,5,2,3,0,50,76,0
8776,0.3991721717,0.2801116853,1,66.2248287334,2,1,4,1,3,2,0,79,46,1
8777,0.3704248057,?,-1,72.5280715482,0,?,2,1,2,3,0,80,31,0
8778,0.1764552348,0.3735938329,-1,?,2,2,1,1,2,3,1,106,84,1
8779,0.6504847374,0.4363115526,0,57.0697604077,?,3,5,4,4,4,0,86,50,0
8780,0.523292554,0.6045738402,-1,56.2291706649,1,1,3,5,3,1,1,71,72,1
8781,0.482912652,0.552203639,0,66.1274049094,2,2,4,1,3,3,1,80,?,1
8782,0.9059360453,?,0,78.7823827396,1,1,4,2,4,2,1,68,54,0
8783,0.3772644502,0.3096565275,0,52.9728637725,2,-1,3,5,1,0,0,48,62,1
8784,?,0.6410019523,0,77.016105867,0,1,2,3,0,3,?,56,68,0
8785,0.3479896474,0.2065583598,-1,64.1894476101,1,2,5,2,?,2,0,44,48,0
8786,0.5977011466,0.4239499864,-1,58.1164349513,3,?,3,2,3,2,0,39,29,1
8787,0.6395301182,0.9868452127,1,64.2575745537,0,2,2,4,1,3,1,98,70,0
8788,0.8689207964,0.3660421747,-1,58.7204690929,1,2,2,4,3,3,1,26,48,0
8789,?,0.2290238274,-1,66.5062178867,3,?,2,4,2,2,1,55,22,1
8790,0.5005044199,?,1,79.0215781493,2,1,1,1,1,1,1,73,82,1
8791,0.0306077263,0.5068553831,-1,?,3,2,1,2,3,1,0,39,46,1
8792,0.8631206245,0.709403475,1,80.4426947715,0,2,4,4,3,3,0,36,35,0
8793,0.8621097536,0.4603360844,1,71.2501531664,2,1,5,3,2,1,1,?,57,?
8794,0.3924964484,0.6723714885,0,69.6766859617,1,1,3,2,2,2,1,51,39,1
8795,0.554224329,0.0755173741,0,72.3290875568,1,3,2,3,1,2,0,74,50,0
8796,0.2878823178,0.403185339,0,65.750222661,3,2,2,5,2,0,1,84,23,1
8797,0.3553755762,0.5799974381,0,62.2240023705,2,0,4,3,2,2,0,55,40,1
8798,0.3141405704,0.0339788831,-1,62.6522975017,2,2,3,1,3,2,1,54,-16,1
8799,0.7771886521,0.3956853189,0,73.6367432783,1,0,4,1,3,4,1,52,36,1
8800,?,0.503598014,0,66.1383854665,2,1,3,2,1,3,1,40,36,1
8801,0.4554629869,0.9416697968,1,64.6576029057,4,0,4,2,0,?,0,51,55,1
8802,?,0.4964976102,0,54.7667807874,2,2,3,1,1,3,1,64,43,1
8803,0.6336281437,0.4952225854,0,60.0843586963,2,0,3,3,?,2,0,62,46,1
8804,0.2563863451,0.3754383013,1,72.7735095011,1,2,1,2,2,3,1,40,40,0
8805,0.3467852695,0.5363177292,0,77.836892471,2,1,3,4,?,0,0,20,40,1
8806,0.5159977178,0.5453258728,1,73.8050325625,1,2,5,1,2,3,1,42,46,0
8807,0.7232917508,0.6375165648,-1,77.9873881162,1,0,4,2,1,3,1,53,35,1
8808,0.3802459481,0.4038551501,1,83.1101008963,2,2,3,1,2,5,1,54,47,1
8809,0.4396659194,0.2793863289,-1,58.3538172399,0,1,4,1,3,2,0,42,14,?
8810,0.7701401213,0.3951207182,-1,65.1864867614,2,?,4,4,2,1,0,41,1,1
8811,0.1844943782,0.5254844484,1,59.3920933667,2,2,5,5,3,2,1,32,73,1
8812,0.5465243736,0.3396800061,1,63.9353544948,0,1,3,1,2,4,0,42,50,0
8813,0.2547525154,0.7270683932,0,71.7444457728,-1,0,3,4,2,?,1,1,75,0
8814,0.6968180397,0.5461639248,0,?,1,0,1,4,2,2,1,41,22,1
8815,0.6190641117,0.2814266877,0,67.7636810963,2,2,4,3,1,2,0,60,41,1
8816,0.499726232,0.5269031023,-1,64.1826772956,3,0,1,5,4,2,0,43,68,1
8817,0.2721533073,0.1632430033,-1,73.6158826821,2,1,3,2,3,3,1,55,?,1
8818,0.5152240762,0.4657093971,-1,69.8269968862,1,2,4,2,1,3,0,72,48,0
8819,0.2269318816,0.467116816,0,67.9199125505,0,2,3,5,5,4,0,51,59,0
8820,0.4955622627,0.7711338963,1,74.3682507059,1,1,2,2,2,4,1,14,69,1
8821,0.8732315682,0.3205023074,-1,63.122744761,3,2,1,4,?,3,1,41,74,0
8822,0.673937718,0.611084661,-1,65.3168464269,2,2,5,1,4,2,0,61,30,1
8823,0.6965873172,0.1649515749,?,57.9207665779,1,0,2,2,2,2,0,39,95,0
8824,0.4701702163,0.5310329908,0,65.3661594044,2,2,4,1,3,4,0,93,50,1
8825,0.3166713966,0.352151428,0,65.9539178351,2,1,1,5,3,3,1,30,78,?
8826,0.4673285529,0.6258331668,-1,75.001072534,2,2,1,1,2,3,1,51,37,1
8827,0.6313826097,0.7122860875,0,70.6387477382,1,2,3,?,2,1,0,74,30,0
8828,0.0675313866,0.5974503722,0,67.9922744633,1,0,2,5,1,2,0,11,?,1
8829,0.1251345772,?,0,67.319448396,3,2,5,2,3,2,0,61,28,1
8830,0.2197704088,0.4497434819,1,57.8257966663,3,1,1,3,2,3,?,15,54,1
8831,0.3006461524,0.5417308299,-1,68.9608396966,2,1,2,4,1,3,1,63,48,1
8832,0.5757311665,0.4584633765,-1,?,1,-2,1,2,2,3,0,65,56,1
8833,0.1880736391,0.3309925475,?,67.976413293,1,1,1,2,2,1,0,46,71,1
8834,0.4125946089,0.6426489488,1,41.7497496732,2,1,4,2,4,3,1,5,109,1
8835,0.387082415,0.2951855935,1,65.017725923,2,1,3,1,3,2,0,79,66,1
8836,0.5697349333,0.0216286016,?,48.8835900651,3,0,1,3,3,2,1,30,108,0
8837,0.2258645141,0.5289602398,-1,?,2,1,5,?,2,?,0,16,48,1
8838,0.7734685366,-0.013140745,1,54.310403076,?,0,?,4,3,4,0,54,56,1
8839,0.5834269674,0.5909837367,1,66.4648509962,2,2,3,5,3,3,0,42,66,1
8840,0.1096262014,0.4742973363,-1,75.0947986537,3,2,2,5,3,1,0,45,60,1
8841,0.6047195345,0.8070907931,0,61.3453989356,1,1,3,4,1,3,0,46,67,1
8842,0.3545729058,0.2868145832,-1,64.8773541632,4,2,4,5,3,1,1,67,59,1
8843,0.4412274546,0.9181356571,0,61.6232672203,3,2,2,3,2,4,0,?,74,1
8844,0.2636290386,0.6105322354,-1,51.5312309956,1,0,4,4,2,4,?,61,79,1
8845,0.5913062536,0.3800255991,-1,65.3077264408,1,1,2,2,3,2,0,51,59,1
8846,0.8403369304,?,-1,54.1984654736,2,2,2,?,3,2,0,9,35,1
8847,0.5275104597,0.5217398332,0,59.181095258,1,1,5,1,2,-1,0,55,22,1
8848,0.3065287124,0.6595747706,1,?,1,1,4,3,4,3,0,48,49,1
8849,0.1055893983,0.105214233,1,56.6959883302,3,2,5,3,2,3,0,40,12,1
8850,0.7157152916,0.3793453223,-1,69.480698536,2,0,5,1,3,2,0,48,67,1
8851,0.5475287716,0.4959247034,1,65.8236323034,4,1,?,1,2,4,?,50,81,1
8852,0.3007380438,0.056539529,-1,59.5881838345,1,2,2,?,3,2,0,82,16,0
8853,0.9499559593,?,?,67.7146092644,2,1,?,4,3,3,?,52,?,0
8854,0.6854201745,0.5449352095,1,69.4969171281,1,3,2,4,3,4,0,22,61,0
8855,0.6175891801,0.5322907118,0,76.5294680188,1,0,5,1,?,3,1,58,33,1
8856,0.2764109023,0.3453564644,0,63.7195982714,2,4,?,3,3,1,1,48,12,1
8857,0.4837769057,0.9636684669,1,57.5786687462,1,0,2,5,5,3,1,12,43,1
8858,0.4970844299,0.2661982168,1,63.2882640905,?,1,4,2,3,3,1,45,?,1
8859,0.7498701012,0.2649984152,-1,70.5810868215,3,0,2,4,3,1,1,37,33,1
8860,0.4061163791,0.4058706694,1,72.0971244976,2,0,3,4,3,3,0,68,67,1
8861,0.4764902253,0.2018927201,1,67.8481705623,1,2,3,2,3,3,0,50,58,0
8862,0.4351953018,0.5944276969,0,62.2631688456,2,2,4,5,2,2,1,44,27,1
8863,0.7375297325,0.3536591498,-1,60.0102724546,2,2,5,1,1,1,1,57,44,1
8864,0.2558035411,0.4193429415,-1,67.4393641801,2,1,3,4,2,1,1,35,90,1
8865,0.5338804631,0.4632623721,0,58.7761325268,1,1,3,3,1,4,0,48,55,1
8866,0.7020842341,0.3497450394,1,77.0176915227,2,3,1,4,4,3,1,69,49,0
8867,0.3080526285,0.5161737984,1,69.0515767267,2,1,1,2,4,2,1,51,48,1
8868,0.5498863736,0.6647917348,?,54.707609808,-1,2,2,4,1,3,1,28,?,0
8869,0.5917872683,0.3786807471,-1,66.7735560304,1,1,1,2,2,3,0,41,10,1
8870,0.3589003809,0.5197578112,-1,78.3875636886,1,2,4,4,4,4,0,40,67,0
8871,0.4497408274,0.7965112893,-1,73.6985561124,3,3,4,1,2,4,1,56,39,?
8872,0.7509904209,0.6337590935,-1,61.7780557661,?,1,1,4,3,2,0,33,53,?
8873,0.5420685555,0.6161170649,-1,78.6983445512,0,2,4,2,2,2,0,14,65,0
8874,0.8728376212,0.5784314395,0,58.0329697318,1,2,4,3,3,1,0,?,70,0
8875,0.6296755807,0.4957513573,-1,70.2703270322,1,2,5,4,3,1,0,40,41,0
8876,0.4961973767,0.278458086,1,67.654477168,4,1,1,1,2,3,1,54,17,1
8877,0.5246288893,0.4183704145,0,64.0395993663,2,?,3,3,2,2,1,55,103,1
8878,0.7885726509,0.4954751598,?,56.2904032336,1,2,5,1,1,2,1,29,65,0
8879,0.5225090664,0.3303916611,0,63.6419775746,4,2,4,4,3,3,0,36,75,1
8880,0.5184110805,0.9389156038,0,54.4057493821,1,3,3,5,4,3,1,60,35,1
8881,0.673780892,0.3612688865,0,73.9741096346,1,1,3,?,4,3,1,65,46,1
8882,0.3941651056,0.6605374925,1,64.409944614,?,0,2,2,1,4,?,22,36,1
8883,0.6469490604,0.4317334677,1,60.9295203154,3,1,2,2,2,1,1,66,102,1
8884,0.4160069021,0.6733171599,1,65.1917714434,2,0,4,5,2,3,0,?,50,?
8885,0.6614866094,0.4400983021,-1,64.2661515779,0,?,3,4,2,3,0,-1,91,1
8886,0.5892140346,0.311197508,1,71.7436183812,2,1,3,4,1,3,0,98,53,1
8887,0.1287878114,0.2553839994,0,48.3476018946,1,2,4,3,?,3,0,55,57,0
8888,0.2708309418,0.3141810245,0,67.6380550565,2,3,3,4,2,4,1,57,76,0
8889,0.0974494292,0.7214110238,1,65.058114127,2,4,4,5,?,1,1,54,45,0
8890,0.3832987872,0.4356715696,-1,60.0456751082,2,1,3,3,2,1,1,31,36,1
8891,0.8786676552,0.5361546323,-1,67.2841310969,2,1,4,1,3,4,1,62,31,1
8892,0.7201721637,?,-1,69.3464298744,2,2,2,2,2,4,1,68,69,?
8893,0.566830368,0.4531906533,1,62.619731146,-1,1,1,1,0,4,0,33,32,0
8894,0.3256803775,0.4832807248,-1,67.6304837176,0,3,3,3,2,2,1,39,54,?
8895,0.5826249432,0.5953315916,1,64.317387465,2,1,?,4,3,4,0,64,54,1
8896,0.5444011259,0.525938439,0,63.128501984,2,2,1,2,2,3,0,87,76,1
8897,0.4683340789,0.8775870808,0,60.7613518162,1,-2,5,3,2,1,0,49,64,1
8898,0.0557410098,0.3846867812,-1,56.7678483295,2,2,5,3,2,3,1,66,65,1
8899,0.9264232734,0.6840601911,?,63.8758690817,0,2,1,1,3,3,1,67,54,0
8900,0.467930055,0.3699416497,1,65.570634825,2,3,4,3,1,1,0,?,53,0
8901,-0.1027025097,0.4476058782,1,64.7403861098,0,1,3,2,2,?,0,75,53,1
8902,0.3933649377,0.1596188958,0,57.5836573188,2,1,1,3,3,3,?,37,26,0
8903,0.3884223747,0.2859439154,-1,60.4310842577,2,1,5,5,2,1,1,57,52,1
8904,0.922627439,0.3206055303,-1,76.5760273235,2,2,2,5,?,1,1,60,38,1
8905,0.6719657061,0.5827287169,1,66.8473152927,2,1,1,2,2,3,0,26,52,1
8906,0.3143941784,0.2952061146,1,80.1457949272,1,0,3,4,2,3,0,11,0,1
8907,0.4508702439,0.525217679,-1,71.4481247493,0,1,?,2,2,2,0,47,26,0
8908,0.4563750499,0.5373594819,1,60.8965764698,2,1,1,1,3,3,0,83,16,1
8909,0.0913922363,0.672826043,-1,69.9544621205,2,2,1,4,2,4,1,41,55,1
8910,0.3963939798,0.2162007543,0,57.8465855486,1,2,5,1,2,1,1,60,70,0
